3294000,"SILVER CREEK NEAR SELLERSBURG, IND",Sellersburg,5140101,189,D,E,1,IN,IN,19,38:22:15N,085:43:35W,429.78,0,
3294500,"OHIO RIVER AT LOUISVILLE, KY.",Louisville,5140101,91170,N,N,2,KY,KY,111,38:16:49N,085:47:57W,373.18,0,C
3298000,"FLOYDS FORK AT FISHERVILLE, KY",Fisherville,5140102,138,D,E,0,KY,KY,111,38:11:18N,085:27:37W,542.6,0,
3301500,ROLLING FORK NR BOSTON KY,Boston,5140103,1299,D,E,0,KY,KY,179,37:46:02N,085:42:14W,400.42,0,
3307000,"RUSSELL CREEK NEAR COLUMBIA, KY.",Columbia,5110001,188,D,E,0,KY,KY,1,37:07:09N,085:23:38W,610.96,8,
3308500,"GREEN RIVER AT MUNFORDVILLE, KY.",Munfordville,5110001,1673,D,P,2,KY,KY,99,37:16:05N,085:53:10W,451.7,11,C
3310300,"NOLIN RIVER AT WHITE MILLS, KY.",WhiteMills,5110001,357,D,E,0,KY,KY,93,37:33:03N,086:02:43W,583.08,34,
3320500,"POND RIVER NR APEX, KY.",Apex,5110006,194,D,E,0,KY,KY,177,37:07:20N,087:19:10W,384.53,0,
3324000,"LITTLE RIVER NEAR HUNTINGTON, IND",Huntington,5120101,263,D,E,0,IN,IN,69,40:54:14N,085:24:22W,728.1,0,
3324300,"SALAMONIE RIVER NEAR WARREN, IND.",Warren,5120102,425,D,E,0,IN,IN,69,40:42:45N,085:27:13W,784.65,0,
3326500,"MISSISSINEWA RIVER AT MARION, IND.",Marion,5120103,682,D,P,1,IN,IN,53,40:34:34N,085:39:34W,774.56,0,C
3327520,"PIPE CREEK NEAR BUNKER HILL, IND.",BunkerHill,5120101,159,D,E,0,IN,IN,103,40:40:06N,086:05:44W,736,0,
3328500,"EEL RIVER NEAR LOGANSPORT, IN",Logansport,5120104,789,D,E,0,IN,IN,17,40:46:55N,086:15:50W,621.5,0,
3329400,"RATTLESNAKE CREEK NEAR PATTON, IND.",Patton,5120105,6.83,D,E,0,IN,IN,15,40:42:46N,086:41:49W,644.97,0,
3333600,"KOKOMO CREEK NEAR KOKOMO, IND.",Kokomo,5120107,24.7,D,E,0,IN,IN,67,40:26:28N,086:05:20W,807.68,0,
3334500,"SOUTH FORK WILDCAT CREEK NEAR LAFAYETTE, IND.",SouthForkLafayette,5120107,243,D,E,0,IN,IN,157,40:25:04N,086:46:05W,566.6,0,
3335500,WABASH RIVER AT LAFAYETTE IND,WabashLafayette,5120108,7267,D,P,1,IN,IN,157,40:25:19N,086:53:49W,504.14,0,
3339500,"SUGAR CREEK AT CRAWFORDSVILLE, IND.",Crawfordsville,5120110,509,D,E,0,IN,IN,107,40:02:56N,086:53:58W,657.77,0,
3340800,BIG RACCOON CREEK NEAR FINCASTLE IND,Fincastle,5120108,139,D,E,0,IN,IN,133,39:48:45N,086:57:14W,686.03,0,
3343400,"EMBARRAS RIVER NEAR CAMARGO, IL",Camargo,5120112,186,D,E,0,IL,IL,41,39:47:30N,088:11:10W,622.3,0,
3345500,"EMBARRAS RIVER AT STE. MARIE, IL",Marie,5120112,1516,D,E,0,IL,IL,79,38:56:10N,088:01:10W,445.75,0,
3346000,"NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",Oblong,5120112,318,D,E,0,IL,IL,33,39:00:37N,087:56:47W,456.19,0,
3347500,"BUCK CREEK NEAR MUNCIE, IND",Muncie,5120201,35.5,D,E,0,IN,IN,35,40:08:05N,085:22:25W,944.67,0,
3351500,"FALL CREEK NEAR FORTVILLE, IND.",Fortville,5120201,169,D,E,0,IN,IN,57,39:57:15N,085:52:05W,787.43,0,
3360500,"WHITE RIVER AT NEWBERRY, IND.",Newberry,5120202,4688,D,E,0,IN,IN,55,38:55:39N,087:00:41W,465.59,0,
3361650,"SUGAR CREEK AT NEW PALESTINE, IND.",Palestine,5120204,93.9,D,E,0,IN,IN,59,39:42:51N,085:53:08W,786,0,
3362000,YOUNGS CREEK NEAR EDINBURGH IND,YoungsCreekEdinburgh,5120204,107,D,P,1,IN,IN,81,39:25:08N,086:00:18W,670.2,0,
3362500,"SUGAR CREEK NEAR EDINBURGH, IN",SugarCreekEdinburgh,5120204,474,D,P,1,IN,IN,81,39:21:39N,085:59:51W,646.23,0,
3363500,"FLATROCK RIVER AT ST. PAUL, IND.",Paul,5120205,303,D,E,0,IN,IN,145,39:25:03N,085:38:03W,764.84,0,
3364000,"EAST FORK WHITE RIVER AT COLUMBUS, IND.",Columbus,5120205,1707,D,E,0,IN,IN,5,39:12:00N,085:55:32W,603.12,0,
3373500,"EAST FORK WHITE RIVER AT SHOALS, IND.",Shoals,5120208,4927,D,P,1,IN,IN,101,38:40:02N,086:47:31W,442.25,0,C
3374000,WHITE RIVER AT PETERSBURG IND,Petersburg,5120202,11125,D,E,0,IN,IN,125,38:30:39N,087:17:22W,400,0,
3374455,"PATOKA RIVER NEAR HARDINSBURG, IND",Hardinsburg,5120209,12.8,D,E,2,IN,IN,117,38:26:41N,086:23:14W,606.89,0,
3377500,"WABASH RIVER AT MT. CARMEL, ILL.",MtCarmel,5120113,28635,D,E,0,IN,IL,185,38:24:07N,087:45:10W,369.46,0,C
3379500,"LITTLE WABASH RIVER BELOW CLAY CITY, IL",ClayCity,5120114,1131,D,E,0,IL,IL,25,38:38:05N,088:17:50W,392.29,0,
3380500,"SKILLET FORK AT WAYNE CITY, IL",WayneCity,5120115,464,D,E,3,IL,IL,191,38:21:25N,088:35:00W,383.15,0,C
3381500,"LITTLE WABASH RIVER AT CARMI, IL",Carmi,5120114,3102,D,E,5,IL,IL,193,38:03:40N,088:09:35W,339.91,0,
3416000,"WOLF RIVER NEAR BYRDSTOWN, TENN.",Byrdstown,5130105,106,D,E,0,TN,TN,137,36:33:37N,085:04:23W,707.54,0,
3434500,"HARPETH RIVER NEAR KINGSTON SPRINGS, TENN.",KingstonSprings,5130204,681,D,E,0,TN,TN,21,36:07:19N,087:05:56W,448.04,2,C
3436000,"SULPHUR FORK RED RIVER NEAR ADAMS, TENN",Adams,5130206,186,D,E,0,TN,TN,147,36:30:55N,087:03:32W,424.36,11,
3438000,"LITTLE R NR CADIZ,KY.",Cadiz,5130205,244,D,E,0,KY,KY,221,36:46:40N,087:43:18W,391.45,0,
3612000,"CACHE RIVER AT FORMAN, IL",Forman,5140206,244,D,E,0,IL,IL,87,37:20:11N,088:55:26W,318.47,0,
